battery_id,t_ms,voltage,current,temp
BAT_001,1080,4.0098,0.9927,25.05
BAT_001,1100,4.009,1.0055,24.99
BAT_001,1120,4.0022,1.0014,24.96
BAT_001,1140,4.009,1.0064,24.98
BAT_001,1160,4.011,0.9992,24.99
BAT_001,1180,4.0086,0.9997,25.09
BAT_001,1200,4.0091,0.997,25.11
BAT_001,1220,4.0104,0.9994,25.18
BAT_001,1240,4.0076,0.996,25.14
BAT_001,1260,4.0079,0.9978,25.03
BAT_001,1280,4.0093,1.0033,25.2
BAT_001,1300,4.0046,1.0029,25.21
BAT_001,1320,4.0096,0.999,25.07
BAT_001,1340,4.007,0.9979,25.22
BAT_001,1360,4.0122,1.0066,25.15
BAT_001,1380,4.004,1.0016,25.1
BAT_001,1400,4.005,0.9884,25.18
BAT_001,1420,4.0081,1.0052,25.26
BAT_001,1440,4.007,0.9997,25.16
BAT_001,1460,4.0065,0.9973,25.23
BAT_001,1480,4.0063,1.0008,25.2
BAT_001,1500,4.0068,1.0057,25.22
BAT_001,1520,4.0044,0.9909,25.2
BAT_001,1540,4.0092,1.0031,25.29
BAT_001,1560,4.0043,1.0024,25.19
BAT_001,1580,4.0079,0.9909,25.28
BAT_001,1600,4.0067,0.9899,25.26
BAT_001,1620,4.0062,0.9932,25.28
BAT_001,1640,4.0046,1.0044,25.34
BAT_001,1660,4.0061,1.0012,25.27
BAT_001,1680,4.0033,0.9914,25.32
BAT_001,1700,4.0059,0.9989,25.32
BAT_001,1720,4.0059,1.0045,25.36
BAT_001,1740,4.0094,1.0018,25.38
BAT_001,1760,4.0059,1.0067,25.34
BAT_001,1780,4.0056,1.0038,25.27
BAT_001,1800,4.0048,0.9962,25.37
BAT_001,1820,4.0009,0.9985,25.48
BAT_001,1840,4.0028,1.0026,25.37
BAT_001,1860,4.0028,1.0017,25.37
BAT_001,1880,4.0057,0.9975,25.37
BAT_001,1900,4.005,1.0041,25.49
BAT_001,1920,4.0069,1.0067,25.41
BAT_001,1940,4.0034,1.0028,25.48
BAT_001,1960,4.006,1.0,25.43
BAT_001,1980,4.0051,0.998,25.45
BAT_001,2000,4.0029,0.9957,25.32
BAT_002,0,4.113,1.0088,24.03
BAT_002,20,4.108,0.9996,24.04
BAT_002,40,4.1007,1.0007,24.01
BAT_002,60,4.0953,1.0038,24.14
BAT_002,80,4.0862,0.9998,24.1
BAT_002,100,4.0852,0.9968,24.07
BAT_002,120,4.0775,1.0071,24.12
BAT_002,140,4.0733,1.0009,24.16
BAT_002,160,4.0691,1.0007,24.09
BAT_002,180,4.0672,0.9985,24.15
BAT_002,200,4.0619,0.9966,24.18
BAT_002,220,4.0621,0.9982,24.18
BAT_002,240,4.0598,1.0002,24.17
BAT_002,260,4.056,1.0014,24.16
BAT_002,280,4.0552,0.9971,24.24
BAT_002,300,4.051,1.0057,24.19
BAT_002,320,4.0515,1.0038,24.18
BAT_002,340,4.0515,1.0008,24.16
BAT_002,360,4.0464,0.9885,24.21
BAT_002,380,4.0483,1.0057,24.15
BAT_002,400,4.0452,1.0025,24.17
BAT_002,420,4.0401,0.9997,24.27
BAT_002,440,4.0419,1.0039,24.16
BAT_002,460,4.0398,0.9962,24.23
BAT_002,480,4.0409,1.0013,24.26
BAT_002,500,4.0395,0.9962,24.27
BAT_002,520,4.0396,1.0055,24.18
BAT_002,540,4.0374,0.9964,24.28
BAT_002,560,4.0393,0.9972,24.29
BAT_002,580,4.0356,1.0013,24.42
BAT_002,600,4.0353,0.9964,24.29
BAT_002,620,4.0378,0.9991,24.31
BAT_002,640,4.0358,0.9958,24.36
BAT_002,660,4.034,0.9999,24.32
BAT_002,680,4.035,0.9998,24.36
BAT_002,700,4.0342,1.0009,24.39
BAT_002,720,4.0346,1.0007,24.42
BAT_002,740,4.0308,0.9985,24.32
BAT_002,760,4.0311,1.0036,24.34
BAT_002,780,4.0309,1.0128,24.43
BAT_002,800,4.0359,0.9991,24.38
BAT_002,820,4.0352,0.9909,24.34
BAT_002,840,4.0305,1.001,24.38
BAT_002,860,4.0303,0.9991,24.46
BAT_002,880,4.0294,1.0031,24.37
BAT_002,900,4.0347,0.9953,24.42
BAT_002,920,4.0308,1.0026,24.45
BAT_002,940,4.0314,1.0018,24.49
BAT_002,960,4.0297,0.9951,24.41
BAT_002,980,4.0307,0.9947,24.56
BAT_002,1000,4.0317,0.9999,24.42
BAT_002,1020,4.0286,0.9984,24.56
BAT_002,1040,4.0326,1.0,24.52
BAT_002,1060,4.0309,1.008,24.53
BAT_002,1080,4.0342,1.0058,24.51
BAT_002,1100,4.0293,1.0038,24.49
BAT_002,1120,4.0277,0.9947,24.49
BAT_002,1140,4.0317,1.0013,24.54
BAT_002,1160,4.0339,0.9978,24.61
BAT_002,1180,4.0312,1.0001,24.55
BAT_002,1200,4.0334,0.9973,24.5
BAT_002,1220,4.0297,1.0058,24.52
BAT_002,1240,4.0307,1.0078,24.66
BAT_002,1260,4.0319,1.0131,24.61
BAT_002,1280,4.0299,0.991,24.63
BAT_002,1300,4.0321,0.9989,24.61
BAT_002,1320,4.0312,1.0032,24.61
BAT_002,1340,4.0288,0.9986,24.51
BAT_002,1360,4.029,1.0062,24.71
BAT_002,1380,4.0254,0.9994,24.64
BAT_002,1400,4.0281,1.0046,24.62
BAT_002,1420,4.0296,1.0001,24.61
BAT_002,1440,4.0295,0.9991,24.7
BAT_002,1460,4.0283,1.0036,24.69
BAT_002,1480,4.0291,1.0,24.6
BAT_002,1500,4.0324,1.0078,24.68
BAT_002,1520,4.0248,0.9988,24.76
BAT_002,1540,4.0232,1.0114,24.68
BAT_002,1560,4.0278,0.9964,24.75
BAT_002,1580,4.0296,1.0007,24.76
BAT_002,1600,4.0273,1.0035,24.73
BAT_002,1620,4.0284,1.006,24.77
BAT_002,1640,4.0303,1.01,24.74
BAT_002,1660,4.0295,0.9935,24.88
BAT_002,1680,4.0259,0.9924,24.76
BAT_002,1700,4.0314,1.0025,24.71
BAT_002,1720,4.0292,0.9975,24.77
BAT_002,1740,4.0325,1.0035,24.85
BAT_002,1760,4.0296,0.9977,24.85
BAT_002,1780,4.0276,0.9864,24.82
BAT_002,1800,4.0308,0.998,24.9
BAT_002,1820,4.0268,1.0019,24.86
BAT_002,1840,4.0289,1.0049,24.82
BAT_002,1860,4.0284,1.0107,24.92
BAT_002,1880,4.0275,1.0021,24.9
BAT_002,1900,4.029,1.0025,24.91
BAT_002,1920,4.0282,0.9997,24.95
BAT_002,1940,4.0298,0.9946,24.85
BAT_002,1960,4.0283,0.9952,24.9
BAT_002,1980,4.0268,1.0015,24.89
BAT_002,2000,4.0322,1.0042,24.97
BAT_003,0,4.1008,1.0008,24.53
BAT_003,20,4.0924,0.9989,24.74
BAT_003,40,4.0823,1.0055,24.62
BAT_003,60,4.0692,1.0011,24.67
BAT_003,80,4.0619,1.0077,24.79
BAT_003,100,4.0588,1.0059,24.66
BAT_003,120,4.0456,1.0017,24.69
BAT_003,140,4.0433,0.9997,24.76
BAT_003,160,4.0397,1.0077,24.75
BAT_003,180,4.0356,0.9984,24.69
BAT_003,200,4.028,1.0002,24.73
BAT_003,220,4.0228,1.0114,24.78
BAT_003,240,4.0221,1.0001,24.78
BAT_003,260,4.0107,0.9961,24.79
BAT_003,280,4.0159,1.002,24.78
BAT_003,300,4.0089,0.999,24.88
BAT_003,320,4.0093,0.999,24.82
BAT_003,340,4.0081,1.0098,24.84
BAT_003,360,4.0039,1.0007,24.92
BAT_003,380,4.0011,1.0042,24.85
BAT_003,400,3.9979,0.9967,24.93
BAT_003,420,4.001,1.0002,24.92
BAT_003,440,3.9973,0.9967,24.92
BAT_003,460,3.9968,0.9967,24.89
BAT_003,480,3.9958,1.0018,24.93
BAT_003,500,3.9924,0.9952,25.0
BAT_003,520,3.9919,1.0014,24.96
BAT_003,540,3.9887,0.9937,25.0
BAT_003,560,3.9917,0.9957,24.97
BAT_003,580,3.9905,0.9969,24.94
BAT_003,600,3.9911,0.999,25.05
BAT_003,620,3.9905,1.0014,25.06
BAT_003,640,3.9916,0.9945,25.04
BAT_003,660,3.9871,1.0074,25.14
BAT_003,680,3.9829,0.9978,25.09
BAT_003,700,3.9881,1.001,25.0
BAT_003,720,3.9889,0.9922,25.07
BAT_003,740,3.984,1.0059,25.09
BAT_003,760,3.9895,1.0067,25.17
BAT_003,780,3.9866,1.0059,25.1
BAT_003,800,3.986,0.9995,25.1
BAT_003,820,3.9841,0.9972,25.14
BAT_003,840,3.9834,0.996,25.22
BAT_003,860,3.9848,0.9983,25.2
BAT_003,880,3.985,0.9963,25.18
BAT_003,900,3.9815,1.0107,25.3
BAT_003,920,3.9847,0.9958,25.13
BAT_003,940,3.9827,1.0076,25.18
BAT_003,960,3.9813,1.0017,25.26
BAT_003,980,3.9836,0.9979,25.27
BAT_003,1000,3.9808,1.0015,25.2
BAT_003,1020,3.9859,0.9953,25.34
BAT_003,1040,3.9844,1.0115,25.33
BAT_003,1060,3.9814,1.0072,25.35
BAT_003,1080,3.9835,1.0036,25.3
BAT_003,1100,3.9827,0.9934,25.31
BAT_003,1120,3.9818,1.0027,25.42
BAT_003,1140,3.9805,0.9954,25.36
BAT_003,1160,3.9813,0.9979,25.41
BAT_003,1180,3.984,1.0031,25.43
BAT_003,1200,3.9834,1.0133,25.42
BAT_003,1220,3.9817,1.0024,25.34
BAT_003,1240,3.9821,1.0006,25.51
BAT_003,1260,3.9815,0.9917,25.47
BAT_003,1280,3.9792,0.9993,25.52
BAT_003,1300,3.9807,1.0039,25.46
BAT_003,1320,3.981,1.0004,25.55
BAT_003,1340,3.9815,0.9982,25.55
BAT_003,1360,3.9809,1.0002,25.59
BAT_003,1380,3.9796,0.9981,25.53
BAT_003,1400,3.9802,1.0103,25.56
BAT_003,1420,3.9802,1.0054,25.5
BAT_003,1440,3.9827,1.0002,25.6
BAT_003,1460,3.9767,0.9945,25.61
BAT_003,1480,3.9803,0.9969,25.61
BAT_003,1500,3.9767,0.9948,25.62
BAT_003,1520,3.9791,0.9949,25.58
BAT_003,1540,3.9789,1.0011,25.64
BAT_003,1560,3.9796,1.0014,25.67
BAT_003,1580,3.9785,0.989,25.72
BAT_003,1600,3.9755,0.9959,25.72
BAT_003,1620,3.9782,0.9986,25.76
BAT_003,1640,3.9791,0.9949,25.72
BAT_003,1660,3.9794,0.9929,25.77
BAT_003,1680,3.9804,0.9971,25.7
BAT_003,1700,3.9775,1.0148,25.73
BAT_003,1720,3.9764,1.0078,25.8
BAT_003,1740,3.9796,0.9965,25.87
BAT_003,1760,3.9783,1.0023,25.73
BAT_003,1780,3.9762,1.0032,25.86
BAT_003,1800,3.9769,1.0014,25.85
BAT_003,1820,3.9798,1.0035,25.78
BAT_003,1840,3.9801,1.0011,25.86
BAT_003,1860,3.9796,1.0071,25.81
BAT_003,1880,3.9788,1.0073,25.84
BAT_003,1900,3.978,1.0041,25.91
BAT_003,1920,3.9781,1.0045,25.93
BAT_003,1940,3.977,0.9911,25.93
BAT_003,1960,3.9752,1.0008,25.92
BAT_003,1980,3.9782,0.9977,25.89
BAT_003,2000,3.9748,1.0068,26.0
BAT_004,0,4.1119,1.0078,25.24
BAT_004,20,4.1005,0.997,25.21
BAT_004,40,4.0863,0.9965,25.09
BAT_004,60,4.0778,1.0044,25.07
BAT_004,80,4.0706,1.0013,25.1
BAT_004,100,4.0606,1.0035,25.15
BAT_004,120,4.0548,0.9969,25.19
BAT_004,140,4.0526,1.0003,25.15
BAT_004,160,4.041,0.9932,25.15
BAT_004,180,4.0368,0.9922,25.21
BAT_004,200,4.0303,0.997,25.27
BAT_004,220,4.026,0.9944,25.24
BAT_004,240,4.0205,1.0077,25.34
BAT_004,260,4.016,1.0074,25.34
BAT_004,280,4.0154,1.0057,25.24
BAT_004,300,4.0107,0.9989,25.35
BAT_004,320,4.0089,0.9991,25.28
BAT_004,340,4.008,1.0077,25.29
BAT_004,360,4.0063,1.0021,25.25
BAT_004,380,4.0004,0.9965,25.37
BAT_004,400,3.9963,0.9999,25.39
BAT_004,420,3.9936,0.9929,25.32
BAT_004,440,3.9957,1.0056,25.35
BAT_004,460,3.9915,0.9962,25.38
BAT_004,480,3.9943,1.0016,25.44
BAT_004,500,3.9901,0.9969,25.38
BAT_004,520,3.9918,1.001,25.37
BAT_004,540,3.9891,0.9984,25.5
BAT_004,560,3.984,0.9942,25.45
BAT_004,580,3.9856,0.9901,25.44
BAT_004,600,3.9889,1.0051,25.39
BAT_004,620,3.9843,1.0035,25.44
BAT_004,640,3.9858,0.999,25.49
BAT_004,660,3.9847,1.0069,25.52
BAT_004,680,3.9833,0.9957,25.49
BAT_004,700,3.9872,0.9979,25.6
BAT_004,720,3.9809,0.9991,25.43
BAT_004,740,3.9826,1.0041,25.49
BAT_004,760,3.9804,0.999,25.55
BAT_004,780,3.9787,1.0005,25.56
BAT_004,800,3.9813,0.9961,25.54
BAT_004,820,3.9783,0.9991,25.53
BAT_004,840,3.9813,1.0032,25.62
BAT_004,860,3.9806,0.9974,25.68
BAT_004,880,3.9801,0.9986,25.55
BAT_004,900,3.9805,1.0011,25.59
BAT_004,920,3.9779,1.0049,25.5
BAT_004,940,3.9825,1.0032,25.69
BAT_004,960,3.9771,0.994,25.61
BAT_004,980,3.9762,0.9994,25.66
BAT_004,1000,3.9783,1.001,25.67
BAT_004,1020,3.9785,1.0027,25.7
BAT_004,1040,3.9774,0.9944,25.64
BAT_004,1060,3.9784,1.0049,25.63
BAT_004,1080,3.9772,0.9969,25.67
BAT_004,1100,3.9755,0.9961,25.78
BAT_004,1120,3.9782,1.008,25.73
BAT_004,1140,3.9745,1.0009,25.7
BAT_004,1160,3.9783,1.0017,25.74
BAT_004,1180,3.9759,0.9974,25.8
BAT_004,1200,3.9764,0.9984,25.75
BAT_004,1220,3.9798,0.9928,25.82
BAT_004,1240,3.9756,1.0067,25.82
BAT_004,1260,3.9747,0.9931,25.92
BAT_004,1280,3.9732,0.9968,25.93
BAT_004,1300,3.9764,0.9987,25.8
BAT_004,1320,3.9755,1.0079,25.78
BAT_004,1340,3.9757,1.0028,25.88
BAT_004,1360,3.9746,0.9948,25.9
BAT_004,1380,3.9723,1.0067,25.99
BAT_004,1400,3.9723,1.0034,25.83
BAT_004,1420,3.9724,1.0011,25.9
BAT_004,1440,3.9747,1.0035,25.89
BAT_004,1460,3.9772,0.9942,25.86
BAT_004,1480,3.9761,0.9972,25.91
BAT_004,1500,3.9752,1.0005,25.91
BAT_004,1520,3.9733,1.0077,25.93
BAT_004,1540,3.9751,1.0005,25.95
BAT_004,1560,3.9734,1.0014,25.97
BAT_004,1580,3.9758,0.9934,26.01
BAT_004,1600,3.9783,0.9928,25.97
BAT_004,1620,3.9759,0.9942,25.99
BAT_004,1640,3.9714,1.0001,26.04
BAT_004,1660,3.978,1.0026,26.09
BAT_004,1680,3.9713,1.0071,26.07
BAT_004,1700,3.9714,0.9958,26.1
BAT_004,1720,3.9754,0.9975,26.02
BAT_004,1740,3.9719,1.0033,25.99
BAT_004,1760,3.9763,1.0081,26.1
BAT_004,1780,3.9753,0.9954,26.04
BAT_004,1800,3.9709,0.9981,26.17
BAT_004,1820,3.9723,0.9988,26.08
BAT_004,1840,3.9719,0.9985,26.12
BAT_004,1860,3.969,0.9968,26.16
BAT_004,1880,3.9695,0.9988,26.19
BAT_004,1900,3.97,0.9994,26.15
BAT_004,1920,3.9709,0.9987,26.18
BAT_004,1940,3.9701,0.9912,26.23
BAT_004,1960,3.9707,1.0058,26.16
BAT_004,1980,3.9701,0.9986,26.24
BAT_004,2000,3.9667,1.0003,26.23
BAT_005,0,3.988,0.9991,25.89
BAT_005,20,3.965,1.0,25.83
BAT_005,40,3.9467,0.994,25.84
BAT_005,60,3.9302,0.9916,25.82
BAT_005,80,3.9128,0.9987,25.9
BAT_005,100,3.9015,0.9939,25.9
BAT_005,120,3.8857,0.992,25.96
BAT_005,140,3.8741,0.9988,25.85
BAT_005,160,3.8653,1.0002,26.0
BAT_005,180,3.8537,1.0074,26.01
BAT_005,200,3.8449,1.0021,26.05
BAT_005,220,3.8367,1.0054,26.07
BAT_005,240,3.8321,1.0051,26.19
BAT_005,260,3.8239,0.9977,26.11
BAT_005,280,3.8178,0.9893,26.21
BAT_005,300,3.8135,0.9922,26.11
BAT_005,320,3.8082,0.9985,26.14
BAT_005,340,3.8037,1.0048,26.23
BAT_005,360,3.7996,1.002,26.13
BAT_005,380,3.7926,1.0,26.2
BAT_005,400,3.7923,0.996,26.22
BAT_005,420,3.7887,0.9891,26.22
BAT_005,440,3.7873,1.0,26.25
BAT_005,460,3.784,1.0079,26.39
BAT_005,480,3.7789,0.997,26.26
BAT_005,500,3.7779,0.9935,26.33
BAT_005,520,3.7777,0.9984,26.38
BAT_005,540,3.7723,1.0042,26.41
BAT_005,560,3.771,1.0,26.5
BAT_005,580,3.7695,1.0019,26.41
BAT_005,600,3.7725,1.0029,26.48
BAT_005,620,3.7676,0.9928,26.47
BAT_005,640,3.7699,1.0014,26.54
BAT_005,660,3.7662,0.9992,26.59
BAT_005,680,3.7617,0.9977,26.59
BAT_005,700,3.7632,0.9972,26.6
BAT_005,720,3.7622,0.994,26.56
BAT_005,740,3.7617,0.9993,26.69
BAT_005,760,3.7625,0.998,26.64
BAT_005,780,3.7624,0.9975,26.75
BAT_005,800,3.7615,1.0038,26.74
BAT_005,820,3.7608,1.0005,26.71
BAT_005,840,3.7615,0.9985,26.73
BAT_005,860,3.7598,1.0035,26.8
BAT_005,880,3.7547,0.9965,26.82
BAT_005,900,3.7596,0.9953,26.86
BAT_005,920,3.7595,1.0015,26.78
BAT_005,940,3.7565,0.9958,26.86
BAT_005,960,3.7571,1.0045,26.91
BAT_005,980,3.7549,0.9929,26.97
BAT_005,1000,3.7548,0.9983,27.03
BAT_005,1020,3.7592,1.0067,26.93
BAT_005,1040,3.7592,0.9995,27.06
BAT_005,1060,3.7558,1.0053,27.04
BAT_005,1080,3.7556,0.9993,27.02
BAT_005,1100,3.7552,1.0042,27.03
BAT_005,1120,3.7551,0.9952,27.05
BAT_005,1140,3.7516,1.0087,27.14
BAT_005,1160,3.7537,1.0051,27.06
BAT_005,1180,3.7542,0.9973,27.22
BAT_005,1200,3.7512,1.0008,27.21
BAT_005,1220,3.7562,0.9978,27.23
BAT_005,1240,3.7541,1.0023,27.28
BAT_005,1260,3.7532,0.9955,27.34
BAT_005,1280,3.7562,1.0008,27.27
BAT_005,1300,3.7545,0.9957,27.34
BAT_005,1320,3.7492,1.0069,27.29
BAT_005,1340,3.7526,0.9972,27.35
BAT_005,1360,3.7493,0.9997,27.34
BAT_005,1380,3.7533,0.9957,27.42
BAT_005,1400,3.7526,1.0037,27.49
BAT_005,1420,3.753,1.002,27.5
BAT_005,1440,3.7525,0.9938,27.49
BAT_005,1460,3.7506,0.9996,27.54
BAT_005,1480,3.7483,0.9932,27.51
BAT_005,1500,3.751,0.9959,27.45
BAT_005,1520,3.7522,1.0063,27.62
BAT_005,1540,3.7492,0.9991,27.55
BAT_005,1560,3.7473,1.0041,27.61
BAT_005,1580,3.7514,0.9993,27.55
BAT_005,1600,3.7492,1.0078,27.7
BAT_005,1620,3.7473,0.9968,27.73
BAT_005,1640,3.7469,0.994,27.74
BAT_005,1660,3.7483,0.9966,27.7
BAT_005,1680,3.7487,0.9912,27.74
BAT_005,1700,3.7466,1.009,27.75
BAT_005,1720,3.7488,0.9992,27.88
BAT_005,1740,3.7501,0.9989,27.86
BAT_005,1760,3.7452,0.9983,27.91
BAT_005,1780,3.7443,0.9963,27.9
BAT_005,1800,3.746,0.9982,27.81
BAT_005,1820,3.7457,0.9996,27.94
BAT_005,1840,3.7463,1.0042,28.07
BAT_005,1860,3.7436,0.9954,28.02
BAT_005,1880,3.7414,0.9947,27.97
BAT_005,1900,3.7432,0.9945,27.97
BAT_005,1920,3.7435,1.0017,28.13
BAT_005,1940,3.7417,1.0022,28.11
BAT_005,1960,3.7455,1.0084,28.13
BAT_005,1980,3.747,0.9962,28.07
BAT_005,2000,3.747,1.0015,28.09
BAT_006,0,4.1361,0.9992,24.08
BAT_006,20,4.1241,1.0044,24.22
BAT_006,40,4.1128,0.9949,24.11
BAT_006,60,4.1071,1.0043,24.11
BAT_006,80,4.0966,1.0005,24.12
BAT_006,100,4.0868,0.9977,24.15
BAT_006,120,4.0794,1.0018,24.12
BAT_006,140,4.0759,1.0009,24.15
BAT_006,160,4.0698,1.0006,24.17
BAT_006,180,4.0613,0.9922,24.21
BAT_006,200,4.0532,1.0061,24.21
BAT_006,220,4.0505,0.9946,24.22
BAT_006,240,4.0463,1.0077,24.17
BAT_006,260,4.0434,1.0001,24.15
BAT_006,280,4.0366,1.0038,24.23
BAT_006,300,4.0363,0.997,24.25
BAT_006,320,4.0318,1.0045,24.24
BAT_006,340,4.029,0.9976,24.22
BAT_006,360,4.0276,1.0014,24.2
BAT_006,380,4.0247,0.9944,24.21
BAT_006,400,4.0254,1.0027,24.15
BAT_006,420,4.0232,0.9937,24.27
BAT_006,440,4.0217,1.0077,24.27
BAT_006,460,4.0204,0.996,24.18
BAT_006,480,4.0148,1.0033,24.24
BAT_006,500,4.0162,1.0049,24.35
BAT_006,520,4.0146,0.9973,24.26
BAT_006,540,4.0177,0.9945,24.33
BAT_006,560,4.0139,0.9996,24.39
BAT_006,580,4.0098,0.9952,24.36
BAT_006,600,4.0118,1.0046,24.28
BAT_006,620,4.0131,0.9952,24.35
BAT_006,640,4.0146,1.0027,24.3
BAT_006,660,4.0117,0.9976,24.44
BAT_006,680,4.0108,1.001,24.36
BAT_006,700,4.009,0.9884,24.41
BAT_006,720,4.0112,0.9975,24.36
BAT_006,740,4.0084,1.0037,24.42
BAT_006,760,4.004,0.9979,24.44
BAT_006,780,4.0084,0.9919,24.45
BAT_006,800,4.0094,1.0083,24.39
BAT_006,820,4.0042,0.9992,24.43
BAT_006,840,4.0054,1.0011,24.5
BAT_006,860,4.0052,0.9955,24.43
BAT_006,880,4.0047,0.9972,24.48
BAT_006,900,4.0118,1.0047,24.48
BAT_006,920,4.0056,0.9941,24.44
BAT_006,940,4.0062,1.0056,24.48
BAT_006,960,4.0065,1.0013,24.53
BAT_006,980,4.0082,0.9994,24.47
BAT_006,1000,4.0042,0.9994,24.63
BAT_006,1020,3.9995,1.0054,24.56
BAT_006,1040,3.9999,1.0037,24.55
BAT_006,1060,4.0047,1.0008,24.58
BAT_006,1080,4.004,1.0061,24.6
BAT_006,1100,4.0045,0.996,24.69
BAT_006,1120,4.0014,1.0062,24.62
BAT_006,1140,4.0019,1.0015,24.64
BAT_006,1160,4.0021,0.9934,24.59
BAT_006,1180,4.0052,0.998,24.58
BAT_006,1200,4.0035,1.007,24.74
BAT_006,1220,4.0034,0.9998,24.68
BAT_006,1240,4.0022,0.9935,24.74
BAT_006,1260,4.0048,0.9946,24.75
BAT_006,1280,4.0026,0.9982,24.6
BAT_006,1300,4.0021,0.9998,24.73
BAT_006,1320,4.0039,1.007,24.66
BAT_006,1340,4.0003,1.0064,24.7
BAT_006,1360,4.0,0.9983,24.74
BAT_006,1380,4.0024,1.004,24.74
BAT_006,1400,4.002,1.0047,24.79
BAT_006,1420,4.0037,1.0006,24.74
BAT_006,1440,4.0009,1.0032,24.73
BAT_006,1460,4.0039,0.996,24.78
BAT_006,1480,3.9994,0.9979,24.77
BAT_006,1500,4.0034,0.9958,24.74
BAT_006,1520,3.9983,0.995,24.86
BAT_006,1540,3.9969,1.001,24.81
BAT_006,1560,4.0007,1.0074,24.83
BAT_006,1580,3.9984,0.9991,24.84
BAT_006,1600,3.9982,0.9975,24.84
BAT_006,1620,3.9987,1.0095,24.81
BAT_006,1640,4.0001,0.9956,24.84
BAT_006,1660,3.9997,0.9986,24.87
BAT_006,1680,3.9987,1.0059,24.81
BAT_006,1700,3.9992,1.0055,24.86
BAT_006,1720,4.0,1.0014,24.92
BAT_006,1740,4.0054,0.999,24.91
BAT_006,1760,3.9978,0.9974,25.0
BAT_006,1780,4.0011,1.0028,24.87
BAT_006,1800,4.0033,1.009,24.92
BAT_006,1820,3.9973,1.0023,25.02
BAT_006,1840,3.9978,0.9968,24.93
BAT_006,1860,3.9935,1.0044,24.95
BAT_006,1880,4.0,1.002,24.97
BAT_006,1900,3.9977,0.9922,24.97
BAT_006,1920,3.998,1.0058,25.0
BAT_006,1940,3.9955,1.0001,25.0
BAT_006,1960,3.9996,0.9976,24.9
BAT_006,1980,3.9957,0.9983,25.07
BAT_006,2000,3.998,0.9933,25.05
BAT_007,0,4.1561,0.9981,25.27
BAT_007,20,4.1529,0.9963,25.46
BAT_007,40,4.1435,1.0042,25.36
BAT_007,60,4.1403,1.0094,25.42
BAT_007,80,4.1335,1.0044,25.3
BAT_007,100,4.1321,0.9975,25.42
BAT_007,120,4.1288,0.9989,25.37
BAT_007,140,4.1234,0.9975,25.37
BAT_007,160,4.1206,0.9978,25.35
BAT_007,180,4.1157,1.0059,25.39
BAT_007,200,4.1138,1.0073,25.35
BAT_007,220,4.1112,1.0095,25.35
BAT_007,240,4.1075,1.0004,25.45
BAT_007,260,4.1066,1.0018,25.42
BAT_007,280,4.1067,0.9935,25.42
BAT_007,300,4.1036,0.9976,25.49
BAT_007,320,4.1049,0.9965,25.41
BAT_007,340,4.1011,1.0074,25.37
BAT_007,360,4.0998,1.0009,25.42
BAT_007,380,4.0962,0.9942,25.38
