battery_id,t_ms,voltage,current,temp
BAT_001,1300,3.8027,0.9983,26.51
BAT_001,1320,3.8015,1.0079,26.45
BAT_001,1340,3.8006,1.0075,26.5
BAT_001,1360,3.7975,0.997,26.48
BAT_001,1380,3.8013,1.0033,26.62
BAT_001,1400,3.8017,1.004,26.59
BAT_001,1420,3.8025,1.0018,26.64
BAT_001,1440,3.7989,1.0056,26.63
BAT_001,1460,3.8003,0.9985,26.72
BAT_001,1480,3.8013,0.9902,26.72
BAT_001,1500,3.7971,0.9972,26.7
BAT_001,1520,3.7995,0.9965,26.64
BAT_001,1540,3.7984,1.0036,26.7
BAT_001,1560,3.7973,0.9997,26.76
BAT_001,1580,3.7973,0.9956,26.87
BAT_001,1600,3.7964,1.007,26.78
BAT_001,1620,3.7973,0.9991,26.74
BAT_001,1640,3.7974,1.0031,26.86
BAT_001,1660,3.7991,1.0016,26.83
BAT_001,1680,3.7997,0.9959,26.85
BAT_001,1700,3.801,0.9991,26.81
BAT_001,1720,3.7966,0.9891,26.87
BAT_001,1740,3.8002,1.0062,26.92
BAT_001,1760,3.8009,0.9999,26.92
BAT_001,1780,3.7963,1.0034,26.93
BAT_001,1800,3.7989,1.0036,26.94
BAT_001,1820,3.7961,1.0109,27.08
BAT_001,1840,3.7968,1.0007,27.02
BAT_001,1860,3.7952,1.0023,27.08
BAT_001,1880,3.7953,0.9927,27.1
BAT_001,1900,3.7944,0.9991,27.17
BAT_001,1920,3.7941,1.0008,27.13
BAT_001,1940,3.7932,1.0046,27.13
BAT_001,1960,3.7949,0.9923,27.25
BAT_001,1980,3.795,0.9998,27.13
BAT_001,2000,3.7966,0.9977,27.16
BAT_002,0,4.0977,0.9937,25.64
BAT_002,20,4.0854,0.9962,25.65
BAT_002,40,4.0778,0.999,25.63
BAT_002,60,4.0644,1.0006,25.67
BAT_002,80,4.0563,1.0043,25.55
BAT_002,100,4.0499,1.0072,25.62
BAT_002,120,4.0433,1.0078,25.7
BAT_002,140,4.0346,1.0048,25.64
BAT_002,160,4.0268,0.9994,25.7
BAT_002,180,4.0261,0.9973,25.58
BAT_002,200,4.0175,1.0065,25.73
BAT_002,220,4.014,1.0072,25.59
BAT_002,240,4.0143,1.008,25.81
BAT_002,260,4.0087,1.0014,25.69
BAT_002,280,4.0062,1.0026,25.69
BAT_002,300,4.0054,0.997,25.79
BAT_002,320,4.0017,1.0107,25.75
BAT_002,340,3.9952,0.9948,25.87
BAT_002,360,3.9981,0.9926,25.8
BAT_002,380,3.9916,1.0069,25.79
BAT_002,400,3.9908,0.9975,25.79
BAT_002,420,3.9896,0.9969,25.79
BAT_002,440,3.9872,1.0021,25.82
BAT_002,460,3.9876,1.0085,25.83
BAT_002,480,3.9843,0.993,25.9
BAT_002,500,3.9807,0.9994,25.97
BAT_002,520,3.9824,0.9978,25.86
BAT_002,540,3.9808,0.994,26.01
BAT_002,560,3.9841,1.0004,25.96
BAT_002,580,3.981,0.9974,26.07
BAT_002,600,3.9815,0.9935,25.89
BAT_002,620,3.9751,1.0029,25.88
BAT_002,640,3.977,0.9962,26.0
BAT_002,660,3.9797,1.0061,26.06
BAT_002,680,3.9749,1.0065,25.93
BAT_002,700,3.9776,1.0089,25.98
BAT_002,720,3.9743,0.9896,25.97
BAT_002,740,3.9768,1.0018,25.96
BAT_002,760,3.9761,0.9959,26.02
BAT_002,780,3.9753,0.9946,26.09
BAT_002,800,3.971,0.9902,26.11
BAT_002,820,3.9734,1.001,26.11
BAT_002,840,3.9725,1.0001,25.99
BAT_002,860,3.9733,1.0085,26.06
BAT_002,880,3.9738,0.9927,26.13
BAT_002,900,3.9736,1.0045,26.13
BAT_002,920,3.9726,1.0029,26.17
BAT_002,940,3.9737,1.0028,26.1
BAT_002,960,3.9736,0.9982,26.15
BAT_002,980,3.9735,0.9957,26.18
BAT_002,1000,3.9675,1.0102,26.19
BAT_002,1020,3.9701,0.9974,26.22
BAT_002,1040,3.9713,0.9919,26.26
BAT_002,1060,3.973,0.9947,26.2
BAT_002,1080,3.968,1.0046,26.18
BAT_002,1100,3.971,1.0057,26.17
BAT_002,1120,3.9731,1.0024,26.17
BAT_002,1140,3.9735,0.9905,26.31
BAT_002,1160,3.9706,1.0056,26.23
BAT_002,1180,3.9703,0.9982,26.19
BAT_002,1200,3.9723,1.0016,26.32
BAT_002,1220,3.9694,1.0049,26.25
BAT_002,1240,3.9738,0.9978,26.43
BAT_002,1260,3.9668,1.0045,26.24
BAT_002,1280,3.9706,1.0117,26.37
BAT_002,1300,3.97,1.0019,26.36
BAT_002,1320,3.9696,1.0037,26.36
BAT_002,1340,3.9711,0.9941,26.37
BAT_002,1360,3.9717,1.0091,26.46
BAT_002,1380,3.9678,1.0008,26.34
BAT_002,1400,3.9712,1.0078,26.38
BAT_002,1420,3.9693,0.9971,26.39
BAT_002,1440,3.9714,1.0059,26.4
BAT_002,1460,3.9704,0.9974,26.47
BAT_002,1480,3.9682,0.9921,26.4
BAT_002,1500,3.9687,1.0077,26.44
BAT_002,1520,3.9713,1.003,26.39
BAT_002,1540,3.9678,0.9994,26.41
BAT_002,1560,3.9676,1.0066,26.52
BAT_002,1580,3.9701,1.0004,26.45
BAT_002,1600,3.9681,0.9932,26.6
BAT_002,1620,3.9667,1.0007,26.56
BAT_002,1640,3.9698,0.996,26.48
BAT_002,1660,3.9706,0.9958,26.46
BAT_002,1680,3.9682,0.9963,26.54
BAT_002,1700,3.9674,1.0117,26.56
BAT_002,1720,3.9693,1.0,26.52
BAT_002,1740,3.9662,0.9961,26.55
BAT_002,1760,3.967,0.9953,26.61
BAT_002,1780,3.9667,1.004,26.54
BAT_002,1800,3.9644,0.9943,26.61
BAT_002,1820,3.9671,1.0035,26.59
BAT_002,1840,3.9679,1.0003,26.71
BAT_002,1860,3.9658,0.9947,26.71
BAT_002,1880,3.9664,0.9969,26.7
BAT_002,1900,3.9651,0.9959,26.65
BAT_002,1920,3.9654,1.0063,26.7
BAT_002,1940,3.9645,1.0044,26.7
BAT_002,1960,3.9671,0.9992,26.68
BAT_002,1980,3.9654,0.9877,26.72
BAT_002,2000,3.9643,0.9997,26.71
BAT_003,0,4.0892,1.0067,24.58
BAT_003,20,4.076,0.9977,24.66
BAT_003,40,4.0646,0.9955,24.64
BAT_003,60,4.0554,0.9992,24.66
BAT_003,80,4.0437,1.0053,24.68
BAT_003,100,4.0331,0.9965,24.73
BAT_003,120,4.031,1.002,24.68
BAT_003,140,4.021,1.0064,24.65
BAT_003,160,4.0159,0.9936,24.66
BAT_003,180,4.0055,1.0075,24.71
BAT_003,200,4.006,0.9942,24.77
BAT_003,220,4.0034,1.0047,24.83
BAT_003,240,3.9963,0.9972,24.75
BAT_003,260,3.9917,1.0018,24.76
BAT_003,280,3.9864,0.9936,24.84
BAT_003,300,3.9831,1.0002,24.81
BAT_003,320,3.9822,1.0012,24.82
BAT_003,340,3.9781,1.0039,24.86
BAT_003,360,3.9729,1.0011,24.83
BAT_003,380,3.9743,1.0024,24.9
BAT_003,400,3.9725,1.0011,24.9
BAT_003,420,3.9701,0.9935,24.95
BAT_003,440,3.9637,0.9948,24.94
BAT_003,460,3.9655,1.0048,24.92
BAT_003,480,3.9672,0.9938,24.97
BAT_003,500,3.966,0.9948,24.95
BAT_003,520,3.962,1.001,25.05
BAT_003,540,3.963,0.9949,25.07
BAT_003,560,3.9607,1.0028,24.94
BAT_003,580,3.9595,0.9969,24.96
BAT_003,600,3.9583,0.997,25.2
BAT_003,620,3.9544,1.0036,25.1
BAT_003,640,3.9566,0.9963,25.08
BAT_003,660,3.9574,1.0018,25.02
BAT_003,680,3.9571,0.9974,25.04
BAT_003,700,3.9553,0.9986,25.13
BAT_003,720,3.9556,1.0064,25.17
BAT_003,740,3.9567,0.993,25.23
BAT_003,760,3.9539,0.9984,25.15
BAT_003,780,3.9506,0.9992,25.1
BAT_003,800,3.953,1.0037,25.19
BAT_003,820,3.9538,1.003,25.23
BAT_003,840,3.9508,1.0069,25.21
BAT_003,860,3.953,0.9925,25.21
BAT_003,880,3.952,0.997,25.25
BAT_003,900,3.9519,0.9979,25.31
BAT_003,920,3.9502,1.0066,25.35
BAT_003,940,3.9501,1.0075,25.22
BAT_003,960,3.9518,0.9946,25.3
BAT_003,980,3.9512,1.0026,25.23
BAT_003,1000,3.9482,1.0012,25.33
BAT_003,1020,3.9505,0.9903,25.28
BAT_003,1040,3.9527,1.0,25.35
BAT_003,1060,3.949,0.9906,25.29
BAT_003,1080,3.9479,1.0036,25.33
BAT_003,1100,3.9474,1.0004,25.39
BAT_003,1120,3.947,1.0092,25.36
BAT_003,1140,3.9502,0.9996,25.34
BAT_003,1160,3.9512,0.9963,25.45
BAT_003,1180,3.9441,1.0019,25.33
BAT_003,1200,3.9523,1.0019,25.39
BAT_003,1220,3.9511,1.0106,25.56
BAT_003,1240,3.9516,0.9989,25.5
BAT_003,1260,3.9483,0.9981,25.51
BAT_003,1280,3.9474,1.0062,25.59
BAT_003,1300,3.9482,0.9996,25.54
BAT_003,1320,3.9458,0.9964,25.51
BAT_003,1340,3.9487,1.0022,25.53
BAT_003,1360,3.9448,1.0067,25.55
BAT_003,1380,3.9486,0.9962,25.52
BAT_003,1400,3.946,1.0007,25.67
BAT_003,1420,3.9463,1.0035,25.73
BAT_003,1440,3.9494,1.0005,25.55
BAT_003,1460,3.9473,1.0018,25.64
BAT_003,1480,3.9466,0.9992,25.67
BAT_003,1500,3.9447,1.0041,25.67
BAT_003,1520,3.9479,0.9987,25.65
BAT_003,1540,3.947,1.0061,25.64
BAT_003,1560,3.9476,0.9934,25.71
BAT_003,1580,3.9458,1.0071,25.65
BAT_003,1600,3.9461,1.0045,25.71
BAT_003,1620,3.9446,1.0061,25.86
BAT_003,1640,3.9472,1.0042,25.77
BAT_003,1660,3.9479,0.9982,25.74
BAT_003,1680,3.9452,1.0098,25.8
BAT_003,1700,3.9462,1.003,25.78
BAT_003,1720,3.9458,0.9997,25.82
BAT_003,1740,3.9453,0.9956,25.94
BAT_003,1760,3.9444,1.0024,25.72
BAT_003,1780,3.9469,0.9956,25.92
BAT_003,1800,3.9402,1.0006,25.85
BAT_003,1820,3.9443,0.9967,25.91
BAT_003,1840,3.9451,1.0003,25.83
BAT_003,1860,3.9431,0.9975,25.98
BAT_003,1880,3.945,1.0085,25.96
BAT_003,1900,3.9452,1.001,26.03
BAT_003,1920,3.9464,0.9976,26.01
BAT_003,1940,3.9441,1.0084,26.02
BAT_003,1960,3.9416,0.996,26.0
BAT_003,1980,3.945,1.0095,26.13
BAT_003,2000,3.9408,0.9972,26.12
BAT_004,0,3.9576,0.9928,25.96
BAT_004,20,3.9258,0.9941,26.02
BAT_004,40,3.8976,1.0028,26.02
BAT_004,60,3.8831,1.0016,25.92
BAT_004,80,3.8567,1.0003,26.08
BAT_004,100,3.8415,0.9902,26.07
BAT_004,120,3.8245,1.0077,26.21
BAT_004,140,3.8064,1.0055,26.24
BAT_004,160,3.7956,1.0036,26.22
BAT_004,180,3.779,0.9928,26.26
BAT_004,200,3.7684,0.9999,26.22
BAT_004,220,3.7578,1.0012,26.22
BAT_004,240,3.7493,1.0012,26.3
BAT_004,260,3.7391,1.0039,26.43
BAT_004,280,3.7316,1.0062,26.41
BAT_004,300,3.7204,0.9962,26.37
BAT_004,320,3.7208,1.0009,26.45
BAT_004,340,3.7147,0.9955,26.42
BAT_004,360,3.7056,0.9991,26.49
BAT_004,380,3.7036,0.9964,26.57
BAT_004,400,3.7007,1.0077,26.59
BAT_004,420,3.6952,1.0034,26.62
BAT_004,440,3.6899,1.0064,26.7
BAT_004,460,3.6918,1.0002,26.66
BAT_004,480,3.6856,1.0,26.71
BAT_004,500,3.6817,0.999,26.8
BAT_004,520,3.6798,1.0003,26.78
BAT_004,540,3.6774,1.0015,26.77
BAT_004,560,3.6725,0.9998,26.75
BAT_004,580,3.6734,0.9941,26.88
BAT_004,600,3.6727,1.0014,26.86
BAT_004,620,3.6703,0.9902,26.84
BAT_004,640,3.6677,1.0017,26.92
BAT_004,660,3.6646,1.0007,26.93
BAT_004,680,3.6631,1.0016,26.98
BAT_004,700,3.6664,1.0033,27.06
BAT_004,720,3.6636,0.9958,27.0
BAT_004,740,3.659,1.0144,27.03
BAT_004,760,3.6605,0.9982,27.1
BAT_004,780,3.6588,0.9907,27.09
BAT_004,800,3.6564,0.9994,27.14
BAT_004,820,3.657,1.0011,27.18
BAT_004,840,3.6595,0.9981,27.25
BAT_004,860,3.6543,1.0033,27.25
BAT_004,880,3.6571,1.0017,27.29
BAT_004,900,3.6561,0.9981,27.4
BAT_004,920,3.6569,1.0024,27.3
BAT_004,940,3.6523,0.9967,27.38
BAT_004,960,3.6548,0.9955,27.48
BAT_004,980,3.6534,0.9899,27.43
BAT_004,1000,3.6478,0.9962,27.46
BAT_004,1020,3.6512,0.9984,27.5
BAT_004,1040,3.6508,1.0075,27.61
BAT_004,1060,3.6493,1.0063,27.5
BAT_004,1080,3.6495,1.0076,27.5
BAT_004,1100,3.6519,0.9937,27.63
BAT_004,1120,3.6499,1.0085,27.63
BAT_004,1140,3.6498,1.0031,27.69
BAT_004,1160,3.6479,0.9997,27.74
BAT_004,1180,3.6509,0.9953,27.74
BAT_004,1200,3.6494,0.9992,27.78
BAT_004,1220,3.6484,0.9965,27.79
BAT_004,1240,3.649,0.9945,27.91
BAT_004,1260,3.6482,0.9936,27.9
BAT_004,1280,3.6477,1.0038,27.98
BAT_004,1300,3.6463,0.9965,27.92
BAT_004,1320,3.6448,0.9963,27.99
BAT_004,1340,3.6464,0.9975,27.97
BAT_004,1360,3.6468,0.9975,27.99
BAT_004,1380,3.6455,0.9987,28.02
BAT_004,1400,3.6471,1.0042,28.11
BAT_004,1420,3.6454,1.0026,28.13
BAT_004,1440,3.6466,1.0083,28.17
BAT_004,1460,3.6454,1.0044,28.18
BAT_004,1480,3.6419,1.0045,28.15
BAT_004,1500,3.6475,1.0044,28.27
BAT_004,1520,3.6437,1.0088,28.24
BAT_004,1540,3.641,0.997,28.31
BAT_004,1560,3.641,1.0008,28.36
BAT_004,1580,3.6411,1.008,28.31
BAT_004,1600,3.6398,1.0019,28.4
BAT_004,1620,3.6429,0.9969,28.39
BAT_004,1640,3.6405,0.9966,28.5
BAT_004,1660,3.6405,1.0038,28.54
BAT_004,1680,3.6433,1.0045,28.58
BAT_004,1700,3.6424,0.9974,28.56
BAT_004,1720,3.6369,1.0015,28.57
BAT_004,1740,3.6411,1.0026,28.56
BAT_004,1760,3.638,0.9983,28.64
BAT_004,1780,3.6401,0.9942,28.7
BAT_004,1800,3.6361,0.9892,28.76
BAT_004,1820,3.6365,0.9972,28.68
BAT_004,1840,3.636,0.998,28.77
BAT_004,1860,3.6405,1.0022,28.8
BAT_004,1880,3.6398,1.0056,28.87
BAT_004,1900,3.6372,1.0051,28.97
BAT_004,1920,3.639,1.0089,28.96
BAT_004,1940,3.6391,0.9945,28.89
BAT_004,1960,3.637,0.9917,28.94
BAT_004,1980,3.6385,0.9967,29.03
BAT_004,2000,3.6338,0.9975,29.08
BAT_005,0,4.1207,1.0026,25.05
BAT_005,20,4.1075,1.005,24.98
BAT_005,40,4.1006,1.0018,24.96
BAT_005,60,4.0904,1.0009,25.02
BAT_005,80,4.0803,0.9988,24.97
BAT_005,100,4.078,0.9944,25.02
BAT_005,120,4.0704,1.0029,25.1
BAT_005,140,4.0653,0.9984,25.02
BAT_005,160,4.0586,1.004,25.07
BAT_005,180,4.0496,1.0062,25.12
BAT_005,200,4.045,1.0039,25.03
BAT_005,220,4.0428,0.9944,25.08
BAT_005,240,4.0385,0.9969,25.16
BAT_005,260,4.0375,1.0031,25.19
BAT_005,280,4.0332,1.0004,25.17
BAT_005,300,4.0347,1.0045,25.22
BAT_005,320,4.0308,1.0053,25.07
BAT_005,340,4.0283,1.0011,25.17
BAT_005,360,4.0235,0.9979,25.2
BAT_005,380,4.0244,0.9925,25.2
BAT_005,400,4.0199,0.9952,25.22
BAT_005,420,4.0188,0.9967,25.17
BAT_005,440,4.0187,0.9999,25.16
BAT_005,460,4.0151,0.9991,25.25
BAT_005,480,4.0136,1.0024,25.19
BAT_005,500,4.0201,0.9953,25.2
BAT_005,520,4.014,0.9955,25.3
BAT_005,540,4.0163,0.9981,25.27
BAT_005,560,4.0109,1.0,25.34
BAT_005,580,4.013,0.9955,25.36
BAT_005,600,4.0128,1.0024,25.26
BAT_005,620,4.01,0.996,25.32
BAT_005,640,4.0086,0.9888,25.36
BAT_005,660,4.0091,1.0054,25.31
BAT_005,680,4.0086,1.0056,25.35
BAT_005,700,4.0084,1.0161,25.33
BAT_005,720,4.0077,1.0087,25.31
BAT_005,740,4.0049,0.9928,25.38
BAT_005,760,4.0078,1.0037,25.3
BAT_005,780,4.0083,1.006,25.37
BAT_005,800,4.006,1.0034,25.4
BAT_005,820,4.0069,0.9946,25.39
BAT_005,840,4.0029,1.0032,25.43
BAT_005,860,4.0049,1.0015,25.34
BAT_005,880,4.0065,0.9977,25.43
BAT_005,900,4.0068,0.9962,25.49
BAT_005,920,4.0046,1.0001,25.47
BAT_005,940,4.0016,1.003,25.45
BAT_005,960,4.006,0.9989,25.44
BAT_005,980,4.0045,0.9997,25.41
BAT_005,1000,4.0032,1.0063,25.47
BAT_005,1020,4.0016,1.0036,25.4
BAT_005,1040,3.9989,1.0,25.51
BAT_005,1060,4.0035,0.9955,25.5
BAT_005,1080,4.0001,1.0011,25.44
BAT_005,1100,4.0024,1.0013,25.44
BAT_005,1120,4.0015,1.0039,25.61
BAT_005,1140,3.9994,1.0017,25.48
BAT_005,1160,3.9996,1.008,25.59
BAT_005,1180,4.0005,1.0011,25.6
BAT_005,1200,4.0023,1.0112,25.6
BAT_005,1220,3.9958,0.9985,25.55
BAT_005,1240,4.0013,1.0001,25.56
BAT_005,1260,3.9994,1.0068,25.63
BAT_005,1280,4.0001,1.0034,25.64
BAT_005,1300,4.0038,0.9947,25.66
BAT_005,1320,4.0,1.0058,25.62
BAT_005,1340,3.9965,1.0002,25.55
BAT_005,1360,4.0005,0.9997,25.63
BAT_005,1380,3.9978,0.9944,25.62
BAT_005,1400,4.0002,1.0064,25.7
BAT_005,1420,3.9996,1.0064,25.61
BAT_005,1440,4.0018,0.9991,25.7
BAT_005,1460,4.0016,0.9966,25.74
BAT_005,1480,4.0002,1.0121,25.69
BAT_005,1500,4.0026,1.0032,25.66
BAT_005,1520,4.0027,0.9947,25.61
BAT_005,1540,4.0016,1.0053,25.74
BAT_005,1560,3.9992,1.0079,25.78
BAT_005,1580,3.9983,1.0037,25.69
BAT_005,1600,3.9984,0.9947,25.65
BAT_005,1620,3.9971,1.0061,25.72
BAT_005,1640,3.9982,0.9942,25.82
BAT_005,1660,3.9992,1.0025,25.78
BAT_005,1680,3.9967,0.9951,25.84
BAT_005,1700,3.9988,1.0039,25.65
BAT_005,1720,4.0011,0.9975,25.93
BAT_005,1740,3.9977,1.0001,25.86
BAT_005,1760,3.9969,1.0044,25.8
BAT_005,1780,4.0011,1.004,25.87
BAT_005,1800,3.997,0.9989,25.87
BAT_005,1820,3.9942,0.9972,25.91
BAT_005,1840,3.9956,1.0064,25.84
BAT_005,1860,3.9987,0.9943,25.91
BAT_005,1880,3.9989,1.0057,25.96
BAT_005,1900,4.0004,1.001,25.84
BAT_005,1920,4.0004,0.9935,25.89
BAT_005,1940,3.9991,1.0022,26.0
BAT_005,1960,3.9975,0.9915,25.92
BAT_005,1980,3.9978,0.9982,26.01
BAT_005,2000,3.9968,0.9928,25.97
BAT_006,0,4.1565,0.9965,24.94
BAT_006,20,4.1465,1.0098,24.95
BAT_006,40,4.1406,1.0,24.95
BAT_006,60,4.1363,0.9992,24.87
BAT_006,80,4.1345,0.997,24.89
BAT_006,100,4.1286,0.999,24.86
BAT_006,120,4.1206,0.9924,24.85
BAT_006,140,4.116,0.9964,24.93
BAT_006,160,4.1161,0.9959,24.87
BAT_006,180,4.1109,0.9931,24.87
BAT_006,200,4.1114,0.993,24.93
BAT_006,220,4.1062,1.0121,24.85
BAT_006,240,4.1055,0.9983,24.91
BAT_006,260,4.1036,1.0008,24.9
BAT_006,280,4.1019,1.0019,25.03
BAT_006,300,4.098,1.0074,24.96
BAT_006,320,4.0937,1.0026,24.97
BAT_006,340,4.0944,1.0047,24.96
BAT_006,360,4.0969,0.9996,25.03
BAT_006,380,4.095,1.0024,24.94
BAT_006,400,4.0944,1.0001,25.1
BAT_006,420,4.0925,1.0038,24.97
BAT_006,440,4.0899,1.0005,24.96
BAT_006,460,4.0875,0.9995,25.02
BAT_006,480,4.0895,1.0056,25.01
BAT_006,500,4.0898,0.9993,25.03
BAT_006,520,4.0883,0.9897,25.05
BAT_006,540,4.0859,0.9954,24.96
BAT_006,560,4.0858,0.9906,25.1
BAT_006,580,4.0857,0.9916,25.03
BAT_006,600,4.0872,0.997,25.06
BAT_006,620,4.0846,0.9994,24.99
BAT_006,640,4.0848,0.9972,25.23
BAT_006,660,4.0842,0.9977,25.14
BAT_006,680,4.0839,1.0013,25.05
BAT_006,700,4.0871,0.9969,25.12
BAT_006,720,4.0859,0.9985,25.11
BAT_006,740,4.0846,1.0034,25.06
BAT_006,760,4.0835,0.9953,25.09
BAT_006,780,4.0817,1.0061,25.21
BAT_006,800,4.088,0.9997,25.1
BAT_006,820,4.0806,1.008,25.07
BAT_006,840,4.0817,0.9972,25.24
BAT_006,860,4.0802,1.0055,25.23
BAT_006,880,4.0817,1.0023,25.09
BAT_006,900,4.0817,0.9989,25.04
BAT_006,920,4.0826,1.0018,25.1
BAT_006,940,4.0788,0.9963,25.16
BAT_006,960,4.0808,0.9952,25.14
BAT_006,980,4.0819,0.9976,25.2
BAT_006,1000,4.0807,1.0023,25.2
BAT_006,1020,4.0828,1.0005,25.26
BAT_006,1040,4.0835,0.9927,25.27
BAT_006,1060,4.0844,0.9951,25.23
BAT_006,1080,4.08,1.0022,25.26
BAT_006,1100,4.0793,1.0066,25.2
BAT_006,1120,4.0803,1.0051,25.35
BAT_006,1140,4.0794,1.0039,25.27
BAT_006,1160,4.0772,0.9952,25.2
BAT_006,1180,4.0793,0.9979,25.27
BAT_006,1200,4.0827,1.0021,25.41
BAT_006,1220,4.0796,1.0039,25.3
BAT_006,1240,4.083,0.9981,25.33
BAT_006,1260,4.0832,0.9964,25.29
BAT_006,1280,4.0808,0.9978,25.26
BAT_006,1300,4.0834,0.9989,25.4
BAT_006,1320,4.0786,0.999,25.36
BAT_006,1340,4.0792,0.9955,25.29
BAT_006,1360,4.08,0.9967,25.34
BAT_006,1380,4.0749,0.9972,25.33
BAT_006,1400,4.0783,0.995,25.3
BAT_006,1420,4.0794,1.0074,25.28
BAT_006,1440,4.0786,1.0049,25.37
BAT_006,1460,4.0789,0.9977,25.37
BAT_006,1480,4.0788,0.9891,25.34
BAT_006,1500,4.0751,1.0065,25.42
BAT_006,1520,4.0773,1.004,25.51
BAT_006,1540,4.0776,1.0065,25.41
BAT_006,1560,4.0783,0.9945,25.37
BAT_006,1580,4.0779,0.9884,25.43
BAT_006,1600,4.0779,1.0023,25.39
BAT_006,1620,4.0845,0.9917,25.37
BAT_006,1640,4.0798,1.0118,25.38
BAT_006,1660,4.082,0.9954,25.5
BAT_006,1680,4.0784,1.0111,25.53
BAT_006,1700,4.0769,1.0147,25.39
BAT_006,1720,4.0775,1.009,25.42
BAT_006,1740,4.0768,1.0007,25.48
BAT_006,1760,4.0788,0.9963,25.48
BAT_006,1780,4.0792,1.0075,25.49
BAT_006,1800,4.0753,1.0001,25.45
BAT_006,1820,4.0804,0.9916,25.52
BAT_006,1840,4.0756,1.0064,25.53
BAT_006,1860,4.0781,1.0025,25.49
BAT_006,1880,4.0789,0.9998,25.55
BAT_006,1900,4.0776,0.9876,25.49
BAT_006,1920,4.0805,1.0073,25.53
BAT_006,1940,4.0771,0.9983,25.56
BAT_006,1960,4.0784,0.9951,25.57
BAT_006,1980,4.0797,0.9952,25.53
BAT_006,2000,4.0781,1.0036,25.53
BAT_007,0,4.0584,0.9971,25.34
BAT_007,20,4.0451,0.9941,25.38
BAT_007,40,4.0285,1.0021,25.43
BAT_007,60,4.0166,0.9905,25.48
BAT_007,80,4.004,1.005,25.57
BAT_007,100,3.9871,1.0027,25.49
BAT_007,120,3.9771,1.0044,25.49
BAT_007,140,3.9707,1.0009,25.49
BAT_007,160,3.9623,0.993,25.54
BAT_007,180,3.9529,1.001,25.59
BAT_007,200,3.9461,1.0004,25.62
BAT_007,220,3.9367,1.0036,25.61
BAT_007,240,3.9333,1.0115,25.56
BAT_007,260,3.9265,1.0007,25.68
BAT_007,280,3.9243,0.9949,25.62
BAT_007,300,3.9207,0.9989,25.75
BAT_007,320,3.9135,1.0042,25.7
BAT_007,340,3.9157,1.0062,25.77
BAT_007,360,3.9071,1.0016,25.75
BAT_007,380,3.9068,0.9998,25.88
